collegeCode,collegeName,districtName
2639,"R P Sarathy Institute of Technology , Poosaripatty(PO), Omalur Taluk, Salem-636305.",Salem
2640,"Jayalakshmi Institute of Technology, Thoppur, Dharmapuri District-636352.",Dharmapuri
2641,"Varuvan Vadivelan Institute of Technology, NH 7, Krishnagiri Main Road, Gundalapatty, Dharmapuri-636703.",Dharmapuri
2642,"P.S.V.College of Engineering and Technology, Mittapalli, Balinayanapalli Post, Krishnagiri-635108.",Krishnagiri
2643,"Bharathiyar Institute of Engineering for Women, 43/3, Deviyakurichi, Attur Taluk,Salem District-636112.",Salem
2646,"Tagore Institute of Engineering and Technology, Salem-Chennai Bye Pass Road, Deviyakurichi (Po), Attur (Tk), Salem (Dt)-636112.",Salem
2647,"J.K.K.Nataraja College of Engineering and Technology, Sf No. 147/1,2,4 Komarapalayam Amani, Thattankuttai Panchayat, Tiruchengode, Namakkal-638183.",Namakkal
2648,"Annapoorana Engineering College (Autonomous), Sankari Main Road (NH-47), Periyaseeragapadi, Salem-636308.",Salem
2650,"Christ The King Engineering College, Cecilia Gardens, Chikkarampalayam Village, Karamadai, Coimbatore-641104.",Coimbatore
2651,"Jai Shriram Engineering College , Dharapuram Road, Tirupur-638660.",Tiruppur
2652,"AL-Ameen Engineering College (Autonomous), Karundevanpalayam, Nanjai Uthukkuli Post, Erode District-638104.",Erode
2653,"Knowledge Institute of Technology (Autonomous), KIOT Campus, Kakapalayam (PO), Salem-637504.",Salem
2656,"Builders Engineering College (Autonomous), EBET Knowledge Park, Erode Road Nathakadaiyur, Kangeyam, Tiruppur-638108.",Tiruppur
2658,"V S A Group of Institutions, NH-47 Main Road, Uthamasolapuram Post, Salem-636010.",Salem
2659,"Salem College of Engineering and Technology, NH-68 Salem-Attur Main Road, Mettupatty Perumapalayam, Salem-636111.",Salem
2673,"Sree Sakthi Engineering College (Autonomous), 899/1 & 898/2, Bettathapuram, Bilichi Village, Karamadai, Coimbatore-641104.",Coimbatore
2683,"Shreenivasa Engineering College, B.Pallipatti, Bommidi, Pappireddipatti Taluk, Dharmapuri District-635301.",Dharmapuri
2702,"Bannari Amman Institute of Technology (Autonomous), Sathy-Bhavani Road, (State Highway), Alathukombai Post, Sathyamangalam (Taluk), Erode District-638401.",Erode
2704,"Coimbatore Institute of Engineering and Technology (Autonomous), Vellimalaipattinam, Narasipuram Post, Thondamuthur Via, Coimbatore-641109.",Coimbatore
2705,"CSI College of Engineering, Ketti Valley, The Nilgiris-643215.",Nilgiris
2706,"Dr Mahalingam College of Engineering and Technology (Autonomous), Mackkinaickenpatti Post, Udumalai Road, Pollachi, Coimbatore-642003.",Coimbatore
2707,"Erode Sengunthar Engineering College (Autonomous), Thudupathi, Perundurai (Tk), Erode District-638057.",Erode
2708,"Hindusthan College of Engineering and Technology(Autonomous), Othakkalmandapam Village, Coimbatore South Taluk, Coimbatore District-641032.",Coimbatore
2709,Government College of Engineering (Formerly Institute of Road and Transport Technology)  Vasavi College Post  Erode District 638316,Erode
2710,"Karpagam College of Engineering (Autonomous), S.F.No.758,759,760 Othakkal Mandapam, Coimbatore -641032.",Coimbatore
2711,"Kongu Engineering College (Autonomous), Perundurai Railway Station Road,Thoppupalayam,Perundurai, Erode-638052.",Erode
2712,"Kumaraguru College of Technology (Autonomous), Chinnavedampatti, Coimbatore-641049.",Coimbatore
2713,"M.P.Nachimuthu M.Jaganathan Engineering College, Chennimalai, Erode-638112.",Erode
2715,"Nandha Engineering College (Autonomous), 28, Chennimalaipalayam Road, Pitchandampalayam Post, Erode-638052.",Erode
2716,"Park College of Engineering and Technology, Avinashi Road (NH-47), Kaniyur,Coimbatore-641659.",Coimbatore
2717,"Sasurie College of Engineering, Vijayamangalam, Tirupur District-638056.",Tiruppur
2718,"Sri Krishna College of Engineering and Technology (Autonomous), Sugunapuram, Kuniamuthur Post, Coimbatore-641008.",Coimbatore
2719,"Sri Ramakrishna Engineering College (Autonomous), Vattamalaipalayam, NGGO Colony Post,  Coimbatore-641022.",Coimbatore
2721,"Tamilnadu College of Engineering, Palanisame Ravi Nagar, Karumathampatti Post, Coimbatore-641659.",Coimbatore
2722,"Sri Krishna College of Technology (Autonomous), Kovaipudur Post, Coimbatore-641042.",Coimbatore
2723,"Velalar College of Engineering and Technology (Autonomous), Perundurai Road Thindal Post, Erode-638012.",Erode
2725,"Sri Ramakrishna Institute of Technology (Autonomous), Pachapalayam, Perur Chettipalayam, Coimbatore-641010.",Coimbatore
2726,"SNS College of Technology (Autonomous), Sathy Main Road, Vazhiyampalayam, Saravanampatti Post, Coimbatore-641035.",Coimbatore
2727,"Sri Shakthi Institute of Engineering and Technology (Autonomous), Sri Shakthi Nagar, L & T By-pass Road, Chinniyampalayam Post, Coimbatore-641062.",Coimbatore
2729,"Nehru Institute of Engineering and Technology (Autonomous), Nehru Gardens, Thirumalayampalayam (Post), Coimbatore-641105.",Coimbatore
2731,"RVS College of Engineering and Technology (Autonomous), Kumaran Kottam Campus, Kannampalayam Post, Coimbatore-641402.",Coimbatore
2732,"Info Institute of Engineering, S F No.194-200, N.H.209, Sathy Road, Sarakarsamakulam, Kovilpalayam, Coimbatore-641107.",Coimbatore
2733,"Angel College of Engineering and Technology, PK Palayam PO,Dharapuram Main Road, Ugayanur village, Tiruppur-641665.",Tiruppur
2734,"SNS College of Engineering (Autonomous), Sathy Main Road, Kurumbapalayam Post, Coimbatore-641107.",Coimbatore
2735,"Karpagam Institute of Technology (Autonomous), S.F. NO. 247,248, L&T Bypass Road, Seerapalayam Village, Bodipalayam Post, Coimbatore-641105.",Coimbatore
2736,"Dr N.G.P. Institute of Technology (Autonomous), Dr. N.G.P. Nagar, Kalapatti Road, Coimbatore-641048.",Coimbatore
2737,"Sri Sai Ranganathan Engineering College , Viraliyur Post, Thondamuthur(via), Coimbatore-641109.",Coimbatore
2739,"Sri Eshwar College of Engineering (Autonomous), Kondampatti Post, Vadasithur Via, Coimbatore-641202.",Coimbatore
2740,"Hindusthan Institute of Technology (Autonomous), Othakkalmandapam Post, Coimbatore-641032.",Coimbatore
2741,"P A College of Engineering and Technology (Autonomous), Palladam Road, Pollachi, Coimbatore Dt.-642002.",Coimbatore
2743,"Dhanalakshmi Srinivasan College of Engineering (CBE), NH-47, Palakkad Main Road, Navakkarai Post, Coimbatore-641105.",Coimbatore
2744,"Adithya Institute of Technology (Autonomous), S.F.No. 348/1,349/1, Kurumbapalayam, SS Kulam(PO), Coimbatore-641107.",Coimbatore
2745,"Kathir College of Engineering (Autonomous), WISDOM TREE, Avinashi Road, Neelambur, Coimbatore-641062.",Coimbatore
2747,"Shree Venkateshwara Hi-Tech Engineering College (Autonomous), Erode-Sathy Main Road,Sri Kalaivani Nagar, Othakuthirai,K, Mettupalayam (Po), Gobichettipalayam (Tk), Erode (Dt)-638455.",Erode
2748,"Surya Engineering College, Perundurai Road,Manalmedu, Mettukadai,Kathirampatti Post, Erode-638107.",Erode
2749,"Easa College of Engineering and Technology, NH-47, Palakkad main Road, Navakkarai Post, Coimbatore-641105.",Coimbatore
2750,"KIT - Kalaignarkarunanidhi Institute of Technology (Autonomous), S.F.No. 282,S.F.No. 283 Kannampalayam Post, Coimbatore-641402.",Coimbatore
2751,"KGISL Institute of Technology, 365, KGISL Campus, Thudiyalur Road, Saravanampatti, Coimbatore-641035.",Coimbatore
2752,"Nandha College of Technology, 235, Chennimalaipalayam Road, Pitchandampalayam Post, Veppampalayam Village, Erode-638052.",Erode
2753,"PPG Institute of Technology, Rathnagiri Road, Saravanampatti, Coimbatore-641035.",Coimbatore
2755,"Nehru Institute of Technology (Autonomous), Jawahar Gardens, Kaliapuram, Thirumalayampalayam, Coimbatore-641105.",Coimbatore
2758,"JKK Munirajah College of Technology (Autonomous), 377/1A, Punjai Thurayampalayam, Thookkanickenpalayam (Post), Thookkanickenpalayam, Gobi (Tk), Erode-638506.",Erode
2761,"United Institute of Technology (Autonomous), G.Koundampalayam, Periyanaickenpalayam, Coimbatore-641020.",Coimbatore
2762,"Jansons Institute of Technology (Autonomous), SF.NO.443/1,2, 442/1A & 442/1B Karumathampatty, Coimbatore-641659.",Coimbatore
2763,"Akshaya College of Engineering and Technology, SF No.112/1CPT,114/1,115/1,116/2C, Bagavathipalayam Road,Kinathukadavu, Coimbatore-642109.",Coimbatore
2764,"KPR Institute of Engineering and Technology (Autonomous), SF:204/2 & 204/4, Kollupalayam Village, Arasur Panchayat, Coimbatore-641407.",Coimbatore
2767,"SRG Engineering College, SH-95,Mohanur Road, Aniyapuram, Namakkal-637017.",Namakkal
2768,"Park College of Technology, Prema Ravi Nagar, Karumathampatty, Coimbatore-641659.",Coimbatore
2769,"JCT College of Engineering and Technology (Autonomous), Pichanur, Coimbatore South Taluk, Coimbatore-641105.",Coimbatore
2770,"Studyworld College of Engineering, Alagu Nachiamman Koil Road, Palathurai Post, Coimbatore-641105.",Coimbatore
2772,"C M S College of Engineering and Technology, Appachigoundapathy, Kumittipathy Post, Coimbatore-641032.",Coimbatore
2776,"R V S Technical Campus Coimbatore, Kumaran Kottam Campus, Kannampalayam, Sulur, Coimbatore-641402.",Coimbatore
3011,University College of Engineering  Tiruchirappalli  (Bharathidasan Institute of Technology)  Tiruchirappalli District 620024,Tiruchirappalli
3016,University College of Engineering  Ariyalur  Kathankudikadu Village  Thelur Post  Ariyalur District 621704,Ariyalur
3018,University College of Engineering  Thirukkuvalai  Nagappattinam District 610204,Nagapattinam
3019,University College of Engineering  Panruti  Chennai-Kumbakonam Highway  Panikkankuppam  Panruti  Cuddalore District 607106,Cuddalore
3021,University College of Engineering  Pattukkottai  ECR Road  Rajamadam  Pattukkottai Taluk  Thanjavur District 614701,Thanjavur
3410,"Krishnasamy College of Engineering and Technology, Nellikuppam Main Road, S.Kumarapuram, Cuddalore-607109.",Cuddalore
3425,"C.K. College of Engineering & Technology, Jayaram Nagar, Chellangkuppam, Cuddalore-607003.",Cuddalore
3454,"Sri Ramakrishna College of Engineering, Sri Saradha Nagar, NH - 45, Perambalur-621113.",Perambalur
3456,"KSK College of Engineering and Technology, Thanjavur Main Road, Ammapet (Village), Dharasuram Post, Kumbakonam Taluk, Thanjavur District-612702.",Thanjavur
3460,"Surya College of Engineering , Somu Nagar, Konalai, Tiruchirappalli-621132.",Tiruchirappalli
3461,"Arifa Institute of Technology, Esanoor, Keelaiyur Post, Tirukkuvalai Taluk, Nagapattinam District-611103.",Nagapattinam
3464,Government College of Engineering  Gandarvakottai Road  Sengipatti  Thanjavur District 613402,Thanjavur
3465,Government College of Engineering  Srirangam  Sethurappatti  Tiruchirappalli District 620012,Tiruchirappalli
3466,"Nelliandavar Institute of Technology, Nerunjikorai Village, Pudhupalayam, Ariyalur Taluk & District-621704.",Ariyalur
3701,"K Ramakrishnan College of Technology (Autonomous), Kariyamanickam Road, Mannachanallur Taluk, Tiruchirappalli-621112.",Tiruchirappalli
3760,"Sir Issac Newton College of Engineering and Technology, Andhanapeetai Post, Pappakoil, Nagapattinam-611102.",Nagapattinam
3766,"Star Lion College of Engineering and Technology, Main Road, Manankorai, Thanjavur-614206.",Thanjavur
3782,"OASYS Institute of Technology, Tiruchirappalli-Thuraiyur Mani Road, Pulivalam P.O Musiri Taluk, Tiruchirappalli-621006.",Tiruchirappalli
3786,"M.A.M. School of Engineering (Autonomous), Trichy-Chennai Trunk Road, Siruganur, Tiruchirappalli-621105.",Tiruchirappalli
3795,SRM TRP Engineering College  Irungalur  Manachanallur Taluk  Tiruchirappalli District 621105,Tiruchirappalli
3801,"A.V.C. College of Engineering, Mannampandal, Mayiladuthurai, Nagapattinam-609305.",Nagapattinam
3802,"Shri Angalamman College of Engineering and Technology, Ramanan Nagar, Siruganoor, Tiruchirappalli-621105.",Tiruchirappalli
3803,"Anjalai Ammal Mahalingam Engineering College, Kovilvenni, Thiruvarur-614403.",Tiruvarur
3804,"Arasu Engineering College, Chennai Main Road, Thiruvisanallur - Village, Thiruvidaimaruthur - Taluk, Kumbakonam,Thanjavur-612501.",Thanjavur
3805,"Dhanalakshmi Srinivasan Engineering College (Autonomous), Thuraiyur Road, Perambalur-621212.",Perambalur
3806,"E.G.S. Pillay Engineering College (Autonomous), Old Nagore Road, Nagore Post, Nagapattinam District-611002.",Nagapattinam
3807,"J.J. College of Engineering and Technology, Ammapettai, Poolankulathupatti Post, Tiruchirappalli-620009.",Tiruchirappalli
3808,"Jayaram College of Engineering and Technology, Karattampatty, Pagalavadi, Thuraiyur Taluk, Tiruchirappalli-621014.",Tiruchirappalli
3810,"M A M College of Engineering, Trichy-Chennai Trunk Road, Siruganur, Tiruchirappalli-621105.",Tiruchirappalli
3811,"M.I.E.T. Engineering College (Autonomous), Trichy - Pudukkottai Road, Gundur, Tiruchirappalli-620007.",Tiruchirappalli
3812,"Mookambigai College of Engineering, Srinivasa Nagar, Kalamavur (PO), Keeranur, Pudukkottai-622502.",Pudukkottai
3813,"Oxford Engineering College, Pirattiyur, Tiruchirappalli-620009.",Tiruchirappalli
3814,"P.R. Engineering College, Thanjavur-Trichy High ways, Vallam, Thanjavur-613403.",Thanjavur
3815,"Pavendar Bharathidasan College of Engineering and Technology, Thanjai Natarajan Nagar, Opp. to Bharathidasan University, Pudukkottai Main Raod, Mathur, Kulathur, Pudukkottai-622515.",Pudukkottai
3817,"Roever Engineering College, Elambalur (Post), Perambalur-621212.",Perambalur
3819,"Saranathan College of Engineering (Autonomous), Venkateswara Nagar, Edamalaipattipudur Post, Panjappur Village, Srirangam Taluk, Tiruchirappalli-620012.",Tiruchirappalli
3820,"Trichy Engineering College, somu Nagr,Konalai, Tiruchirappalli-621132.",Tiruchirappalli
3821,"A.R.J College of Engineering and Technology, Thirumakkottai Main Road, Edayarnatham Village, Sundarakkottai (PO), Mannargudi Taluk, Thiruvarur-614001.",Tiruvarur
3822,"Dr.Navalar Nedunchezhiyan College of Engineering, Raja Nagar, Vaithiyanathapuram, Tholudur, Cuddalore-606303.",Cuddalore
3825,"St. Joseph's College of Engineering and Technology, A.S.Nagar, Ellupatti, Rawasapatti Post, Inathukanpatti Village, Thanjavur-613403.",Thanjavur
3826,"Kongunadu College of Engineering and Technology (Autonomous), Tholurpatti, Thottiam, Tiruchirappalli-621215.",Tiruchirappalli
3829,"M.A.M. College of Engineering and Technology, Trichy-Chennai Trunk Road, Siruganur, Manachanallur Taluk, Tiruchirappalli-621105.",Tiruchirappalli
3830,"K. Ramakrishnan College of Engineering (Autonomous), Kariyamanickam Road, Samayapuram, Tiruchirappalli-621112.",Tiruchirappalli
3831,"Indra Ganesan College of Engineering, Madurai Main Road, Manikandam, Tiruchirappalli-620012.",Tiruchirappalli
3833,"Parisutham Institute of Technology and Science (Autonomous), NH 67 Ring Road, Nanjikottai, Thanjavur-613006.",Thanjavur
3841,"CARE College of Engineering (Autonomous), No.27, Thayanoor village, Kuttapatti, Tiruchirappalli-620009.",Tiruchirappalli
3843,"MRK Institute of Technology, Nattarmangalam Post, Kattumannarkoil, Cuddalore-608301.",Cuddalore
3844,"Shivani Engineering College, Poolangulathupatti (Post), Srirangam (Taluk), Tiruchirappalli-620009.",Tiruchirappalli
3845,"Imayam College of Engineering, Kannanur Post, Thuraiyur Taluk, Tiruchirappalli-621206.",Tiruchirappalli
3846,"Mother Terasa College of Engineering and Technology, Mettusalai, Illuppur (Post & Taluk), Pudukkottai District-622102.",Pudukkottai
3848,"Vandayar Engineering College, Pulavarnatham (Post), Mariammankovil (via), Nagai Main Road, Thanjavur-613501.",Thanjavur
3849,"Annai College of Engineering and Technology, Anakudi Road, Kovilacheri, Kumbakonam, Thanjavur District-612503.",Thanjavur
3850,"Vetri Vinayaha College of Engineering and Technology, Tholurpatti, Thottiam, Tiruchirappalli-621215.",Tiruchirappalli
3852,"Sri Bharathi Engineering College for Women, Aranthangi Road, Kaikurichi, Alangudi Taluk, Pudukkottai-622303.",Pudukkottai
3854,"Mahath Amma Institute of Engineering and Technology, Ariyur, Mathiyanaloor-Post, Annavasal Road, Illupur Taluk, Pudukkottai-622101.",Pudukkottai
3855,"As-Salam College of Engineering and Technology, Thirumangalakudi-Aduthurai, Thiruvidaimaruthur, Thanjavur-612102.",Thanjavur
3857,"Meenakshi Ramaswamy Engineering College, M.R.Kalvi Nagar, Thathanur Post, Udayarpalayam Taluk, Ariyalur District-621804.",Ariyalur
3860,"St.Anne's College of Engineering and Technology, Anguchettypalayam, Siruvathur Post, Panruti Taluk, Cuddalore District-607110.",Cuddalore
3905,"Kings College of Engineering (Autonomous), Punalkulam Village, Gandarvakkottai Taluk, Pudukkottai District-613303.",Pudukkottai
3908,"Mount Zion College of Engineering and Technology, Lena vilakku, Pilivalam Post,  Pudukkottai-622507.",Pudukkottai
3918,"Shanmuganathan Engineering College, Arasampatti, Pilivalam Post, Thirumayam Taluk, Pudukkottai District-622507.",Pudukkottai
3920,"Sudharsan Engineering College, Sathiyamangalam, Kulathur Taluk, Pudukkottai District-622501.",Pudukkottai
3923,"MNSK College of Engineering, Dhakshinapuram Village, Vallathirakottai (Post), Alangudi Taluk, Pudukkottai-622305.",Pudukkottai
3926,"Chendhuran College of Engineering and Technology, Madurai Main Road, Lena Vilakku, Pilivalam Post, Thirumayam Taluk, Pudukkottai District-622507.",Pudukkottai
4020,Anna University Regional Campus - Tirunelveli  Trivandrum Road  Palayamkottai  Tirunelveli District 627007,Tirunelveli
4023,University College of Engineering  Nagercoil  Nagercoil Industrial Estate  Konam  Kanyakumari District 629004,Kanyakumari
4024,University V.O.C. College of Engineering  Thoothukudi  Near V.O.C. College  Millerpuram  Thoothukudi District 628008,Thoothukudi
4669,"Thamirabharani Engineering College, Ward - 1, Thatchanallur, Chattiram Puthukullam Village, Vepakullam - Chidhabra Nagar Road, Tirunelveli-627358.",Tirunelveli
4670,"Rohini College of Engineering and Technology (Autonomous), Palkumlam, Variyoor Post, Kanyakumari-629401.",Kanyakumari
4672,"Stella Mary's College of Engineering, Arunthenkanvilai, Azhikal, Kanyakumari-629202.",Kanyakumari
4675,"Universal College of Engineering and Technology, Anbagam Campus, Kadambankulam, Villakku, Radhapuram Road, Vallioor, Tirunelveli-627117.",Tirunelveli
4676,"Renganayagi Varatharaj College of Engineering, Salvarpatti Village & Post, Thayilpatti Via, Sivakasi Taluk, Virudhunagar-626128.",Virudhunagar
4677,"Arunachala Hitech Engineering College (formerly Lourdes Mount College of Engineering and Technology), Marthandam-Karungal Road, Chundavilai Mullanganavilai, Nattalam Post, Nattalam, Kanyakumari -629195.",Kanyakumari
4678,"RAMCO Institute of Technology, North Venganallur Village, Krishnapuram Panchayat, Rajapalayam, Virudhunagar-626117.",Virudhunagar
4680,"AAA College of Engineering and Technology, Amathur Village, Sivakasi, Virudhunagar-626123.",Virudhunagar
4686,"Good Shepherd College of Engineering and Technology, Maruthamparai, Kaliyal Village, Kaliyal, Kanyakumari-629151.",Kanyakumari
4864,"V V College of Engineering, V.V. Nagar, Arasur Village, Idaichivilai Post, Sathankulam Taluk, Tuticorin District, Tirunelveli-628656.",Tirunelveli
4917,"Sethu Institute of Technology (Autonomous), Pulloor, Kariapatti, Virudhunagar-626115.",Virudhunagar
4925,"Sun College of Engineering and Technology, Udaya Nagar, Ammandivilai & Post, Kadiyapattanam, Kanyakumari-629204.",Kanyakumari
4927,"Maria College of Engineering and Technology, Attoor Puliyamoodu Junction, Thiruvattar P.O, Attoor, Kanyakumari-629177.",Kanyakumari
4928,"Mar Ephraem College of Engineering and Technology, Malankara Hills, Elavuvillai, Kanyakumari-629171.",Kanyakumari
4929,"M.E.T. Engineering College, No.13/142A9/9,Mogals Garden, Chenbagaramanputhur, Thovalai Taluk, Kanyakumari district, Nagercoil-629304.",Kanyakumari
4931,"Grace College of Engineering , Chandy Nagar, Mullakkadu, Thoothukudi -628005.",Thoothukudi
4932,"Immanuel Arasar JJ College of Engineering, Edavilagam, Nattalam, Marthandam, Kanyakumari-629195.",Kanyakumari
4933,"St. Mother Theresa Engineering College, Vagaikulam, Mudivaithanendal Post, Tuticorin District-628102.",Thoothukudi
4934,"Holy Cross Engineering College, 7/131, Vagaikulam Srivaikuntam Express Road, Sri Mulakarai, Thannoothu Village, Srivaikuntam Taluk, Thoothukudi-628851.",Thoothukudi
4937,"A.R College of Engineering and Technology, Kadayam - Alangulam Road, Near Railway Station, Kadayam, Therkkumadathur, Tirunelveli-627423.",Tirunelveli
4938,"Sivaji College of Engineering and Technology, Manivilai Post, Kanyakumari -629171.",Kanyakumari
4941,"Unnamalai Institute of Technology, Suba Nagar, Ayyaneri Post, Kovilpatti, Thoothukudi District-628502.",Thoothukudi
4943,"Satyam College of Engineering and Technology, Satyam Nagar, Kannappannalur, Aralvoimozhi, Kanyakumari District-629301.",Kanyakumari
4944,"Arunachala College of Engineering for Women, Thanka Gardens, Manavilai, Vellichanthai, Nagercoil, Kanyakumari District-629203.",Kanyakumari
4946,"DMI Engineering College, Kumarapuram Road, Aralvaimozhi, Kanyakumari District-629301.",Kanyakumari
4949,"PSN Institute of Technology and Science, Melathediyoor, Palayamkottai Taluk, Tirunelveli-627152.",Tirunelveli
4952,"C.S.I. Institute of Technology, Thovalai & PO, Kanyakumari District, Nagercoil-629302.",Kanyakumari
4953,"Cape Institute of Technology, Rajakrishnapuram Post, Radhapuram Taluk, Levengipuram, Tirunelvei-627114.",Tirunelveli
4954,"Dr Sivanthi aditanar College of Engineering, Tirunelveli Road, Tiruchendur, Thoothukudi-628215.",Thoothukudi
4955,"Francis Xavier Engineering College (Autonomous), 103 G2, By Pass Road, Vannarpettai, Tirunelveli-627003.",Tirunelveli
4956,"Jayamatha Engineering College, Thirurajapuram Muppandal, Aralvaimozhi, Kanyakumari-629301.",Kanyakumari
4957,"Jayaraj Annapackiam CSI College of Engineering, Margoschis Nagar, Nazareth, Thoothukudi District-628617.",Thoothukudi
4959,"Kamaraj College of Engineering and Technology (Autonomous), S.P.G.C.Nagar Post Box12, K.Vellakulam, Virudhunagar-626001.",Virudhunagar
4960,"Mepco Schlenk Engineering College (Autonomous), Sivakasi,Mepco Engineering College Post,Virudhunagar District-626005.",Virudhunagar
4961,"Nellai College of Engineering , Maruthakulam P.O, Nanguneri Taluk, Tirunelveli-627151.",Tirunelveli
4962,"National Engineering College (Autonomous), K.R. Nagar, Nalattinputhur, Kovilpatti, Tuticorin District-628503.",Thoothukudi
4964,PSN College of Engineering and  Technology (Autonomous) Melathediyoor  Tirunelveli-627 152,Tirunelveli
4965,"P.S.R. Engineering College (Autonomous), Appayanaickenpatty, Sevalpatty, Sivakasi, Virudhunagar District -626140.",Virudhunagar
4966,"PET Engineering College, Thiruchendur Road, Vallioor, Tirunelveli -627117.",Tirunelveli
4967,"S. Veerasamy Chettiar College of Engineering and Technology, S.V.Nagar, Puliangudi (Post), Sivagiri (Taluk), Tirunelveli District-627855.",Tirunelveli
4968,"Sardar Raja College of Engineering, Raja Nagar, Alangulam, Tirunelveli Distict-627808.",Tirunelveli
4969,"SCAD College of Engineering and Technology, Scad Nagar, Cheranmahadevi, Tirunelveli-627414.",Tirunelveli
4970,"Sree Sowdambika College of Engineering, Chettikurichi, Aruppukottai, Virudhunagar-626134.",Virudhunagar
4971,"St. Xavier's Catholic College of Engineering (Autonomous), Chunkankadai, Kanyakumari District, Nagercoil-629003.",Kanyakumari
4974,Government College of Engineering  Tirunelveli District 627007,Tirunelveli
4975,"Dr G.U. Pope College of Engineering, Pope Nagar, Sawyerpuram, Thoothukudi-628251.",Thoothukudi
4976,"Infant Jesus College of Engineering, Kamarajar Nagar, Tirunelveli-Thoothukudi Highway (NH-7A), Keelavallanadu Village, Ellanayakkan Patti Post, Srivaikundam Taluk, Thoothukudi District-628851.",Thoothukudi
4977,"Narayanaguru College of Engineering, Chittadavu, Manjalumoodu, Vilavancode Taluk, Kuzhithurai, Kanyakumari District-629151.",Kanyakumari
4978,"Udaya School of Engineering, Udaya Nagar, Vellamadi Junction,Ammandivilai Post, Kanyakumarai District, Nagercoil-629204.",Kanyakumari
4979,"Arul Tharum VPMM College of Engineering and Technology, V.P.M. Nagar, Krishnankovil, Srivilliputur, Virudhunagar-626190.",Virudhunagar
4980,"Einstein College of Engineering, Sir.C.V.Raman Nagar, Seethaparpanallur, Tirunelveli-627012.",Tirunelveli
4981,"Ponjesly College of Engineering, Near Parvathipuram, Alamparai, Veturnimadam Post, Nagercoil-629003.",Kanyakumari
4982,"Vins Christian College of Engineering, Vins Nagar, Chunkankadai, Nagercoil, Kanyakumari-629807.",Kanyakumari
4983,"Lord Jegannath College of Engineering and Technology, PSN Nagar, Ramanathichanputhur, Marungoor, Kanyakumari District, Nagercoil-629402.",Kanyakumari
4984,"Marthandam College of Engineering and Technology, P.M.Village Road,Kuttakuzhi, Veeyannoor Post, Marthandam, Kanyakumari District-629177.",Kanyakumari
4986,"Noorul Islam College of Engineering and Technology, Punkarai, Thiruvithancode (PO), Kanyakumari-629174.",Kanyakumari
4989,"PSN Engineering College, Melathediyoor, Palayamkottai, Tirunelveli-627152.",Tirunelveli
4992,"Bethlahem Institute of Engineering, Nadutheri, Karungal, Kanyakumari-629157.",Kanyakumari
4993,"Loyola Institute of Technology and Science, P.Bo. No.2, Thovalai - Rajavoor Road, Loyola Nagar, Theroor Village, Thovalai, Kanyakumari District-629302.",Kanyakumari
4994,"J.P. College of Engineering, College Road, Ayikudy, Tenkasi Taluk, Tirunelveli District-627852.",Tirunelveli
4995,"P.S.R.R College of Engineering, Appayanaickenpatti, Sevalpatti, Sivakasi, Virudhunagar -626140.",Virudhunagar
4996,"Sri Vidya College of Engineering and Technology, Sivakasi Main Road, P.Kumaralingapuram, Virudhunagar-626005.",Virudhunagar
4998,"Mahakavi Bharathiyar College of Engineering and Technology, Kovil Nagar, Vasudevanallur, Sivagiri Taluk, Tirunelveli District -627758.",Tirunelveli
4999,"Annai Vailankanni College of Engineering, AVK Nagar, Pothaiyadisalai Pottalkulam, Azhagappapuram PO, Kanyakumari District, Nagercoil-629401.",Kanyakumari
5008,Thiagarajar College of Engineering (Autonomous) Tirupparankundram  Madurai District 625015,Madurai
5009,Government College of Engineering  Melachokkanathapuram  Bodinayakkanur  Theni District 625582,Theni
5010,Anna University Regional Campus - Madurai  Kanyakumari National Highway  Keelakuilkudi  Madurai District 625019,Madurai
5012,Central Electrochemical Research Institute CECRI)  Karaikudi  Sivagangai District 630006,Sivagangai
5017,University College of Engineering  Ramanathapuram  Pullangudi  Ramanathapuram District 623513,Ramanathapuram
5022,University College of Engineering  Dindigul  Mangarai Pirivu  Reddiyarchathiram  Dindigul District 624622,Dindigul
5502,"Sri Raajaraajan College of Engineering and Technology, No.146/4B1, Amaravathi Village, Amaravathypudhur(Post), Karaikudi Taluk, Sivagangai District-630301.",Sivagangai
5530,"SSM Institute of Engineering and Technology, Kuttathupatti Village, Begambur Post, Dindigul Taluk & District-624002.",Dindigul
5532,"Vaigai College of Engineering, Therkutheru, Melur Taluk, Madurai-625122.",Madurai
5533,"Karaikudi Institute of Technology & Karaikudi Institute of Management, Keeranipatti Village, Thalakkavur Panchayat, Karaikudi, Sivagangai-630307.",Sivagangai
5536,"Mangayarkarasi College of Engineering, 7-1-139, 1st Street, Mangayarkarasi Nagar, Paravai, Madurai-625402.",Madurai
5537,"Jainee College of Engineering and Technology, Dindigul-Theni Main Road, (NHB Extn.), Aathupattiprivu, Veerakkal B.P.O.N. Panjampatti Post, Dindigul-624303.",Dindigul
5703,"Christian College of Engineering and Technology, Near Check Post, Oddanchatram, Dindigul-624619.",Dindigul
5832,"N.P.R College of Engineering and Technology (Autonomous), Punnappatti Village, Uluppakudi, Natham, Dindigul District-624401.",Dindigul
5842,"SRM Madurai College for Engineering and Technology, Pottapalayam Village, Manamadurai Taluk, Sivagangai District-630611.",Sivagangai
